#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0010605	Negative regulation of macromolecule metabolic process	66	2875	0.19	0.0103	9606.ENSP00000253063,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000261313,9606.ENSP00000261336,9606.ENSP00000261531,9606.ENSP00000261881,9606.ENSP00000262662,9606.ENSP00000264233,9606.ENSP00000265564,9606.ENSP00000269305,9606.ENSP00000278407,9606.ENSP00000278572,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000301788,9606.ENSP00000311430,9606.ENSP00000313950,9606.ENSP00000315476,9606.ENSP00000318094,9606.ENSP00000322419,9606.ENSP00000323929,9606.ENSP00000328174,9606.ENSP00000341826,9606.ENSP00000341885,9606.ENSP00000342307,9606.ENSP00000342513,9606.ENSP00000345008,9606.ENSP00000345347,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000346130,9606.ENSP00000354645,9606.ENSP00000355922,9606.ENSP00000356016,9606.ENSP00000356150,9606.ENSP00000356840,9606.ENSP00000357881,9606.ENSP00000359345,9606.ENSP00000359939,9606.ENSP00000361433,9606.ENSP00000361626,9606.ENSP00000363676,9606.ENSP00000366237,9606.ENSP00000367828,9606.ENSP00000368664,9606.ENSP00000368984,9606.ENSP00000373474,9606.ENSP00000378402,9606.ENSP00000379888,9606.ENSP00000380024,9606.ENSP00000380349,9606.ENSP00000389277,9606.ENSP00000403172,9606.ENSP00000412292,9606.ENSP00000414321,9606.ENSP00000416673,9606.ENSP00000434024,9606.ENSP00000435777,9606.ENSP00000438553,9606.ENSP00000446215,9606.ENSP00000448665,9606.ENSP00000449328,9606.ENSP00000481103,9606.ENSP00000483430	SESN2,CCNB1,MDM2,PEBP1,PZP,SNW1,TIPIN,CDKN2C,POLQ,EXOSC7,TP53,SERPING1,RPS3,MAD2L1,PLK1,POLR2G,RPL4,AURKB,EXOSC4,SCMH1,RPLP2,A2M,PIF1,HNRNPA1,RPS2,FOXM1,IFI6,FBLN5,HMGB1,RPLP1,RPS17,RPL22,SVIP,GPATCH3,CENPF,CR1,MDM4,POU2F1,IKZF5,RPL5,EXOSC1,EXOSC2,YBX1,RPL11,DFFA,ITM2B,RGCC,EXOSC9,METTL14,SIN3A,RPS8,ING4,CAPN3,TMBIM6,RPL6,DEPDC1,RPS24,PATL2,H2AFX,RPS13,H2AFJ,RAN,DDIT3,RPLP0,E2F8,IFI27
GO Process	GO:0070507	Regulation of microtubule cytoskeleton organization	11	192	0.59	0.0103	9606.ENSP00000260731,9606.ENSP00000278572,9606.ENSP00000285116,9606.ENSP00000300093,9606.ENSP00000319417,9606.ENSP00000355966,9606.ENSP00000360944,9606.ENSP00000380256,9606.ENSP00000385510,9606.ENSP00000388648,9606.ENSP00000410452	KIF11,RPS3,SKA1,PLK1,SKA3,NEK2,STIL,CCNF,GPSM2,CHEK1,STMN1
GO Process	GO:0006370	7-methylguanosine mRNA capping	5	33	1.01	0.0107	9606.ENSP00000219252,9606.ENSP00000301788,9606.ENSP00000324124,9606.ENSP00000370625,9606.ENSP00000480158	POLR2C,POLR2G,POLR2L,POLR2B,POLR2A
GO Process	GO:0043928	Exonucleolytic catabolism of deadenylated mRNA	5	33	1.01	0.0107	9606.ENSP00000265564,9606.ENSP00000315476,9606.ENSP00000359939,9606.ENSP00000361433,9606.ENSP00000368984	EXOSC7,EXOSC4,EXOSC1,EXOSC2,EXOSC9
GO Process	GO:0072657	Protein localization to membrane	19	495	0.41	0.0108	9606.ENSP00000261789,9606.ENSP00000267082,9606.ENSP00000278572,9606.ENSP00000311430,9606.ENSP00000322419,9606.ENSP00000335153,9606.ENSP00000341885,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000346697,9606.ENSP00000359345,9606.ENSP00000363676,9606.ENSP00000379888,9606.ENSP00000380349,9606.ENSP00000403172,9606.ENSP00000414321,9606.ENSP00000435777,9606.ENSP00000449328	TM9SF1,ITGB7,RPS3,RPL4,RPLP2,HSP90AA1,RPS2,RPLP1,RPS17,RPL22,BMF,RPL5,RPL11,RPS8,CAPN3,RPL6,RPS24,RPS13,RPLP0
GO Process	GO:0006367	Transcription initiation from RNA polymerase II promoter	10	162	0.62	0.0112	9606.ENSP00000219252,9606.ENSP00000256442,9606.ENSP00000261531,9606.ENSP00000301788,9606.ENSP00000324124,9606.ENSP00000370625,9606.ENSP00000370938,9606.ENSP00000378699,9606.ENSP00000480158,9606.ENSP00000481920	POLR2C,CCNB1,SNW1,POLR2G,POLR2L,POLR2B,CDK8,CDK1,POLR2A,MED6
GO Process	GO:0051129	Negative regulation of cellular component organization	24	713	0.35	0.0113	9606.ENSP00000258149,9606.ENSP00000266058,9606.ENSP00000269305,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000313950,9606.ENSP00000328174,9606.ENSP00000341826,9606.ENSP00000345347,9606.ENSP00000346130,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000361540,9606.ENSP00000366237,9606.ENSP00000368664,9606.ENSP00000378402,9606.ENSP00000380256,9606.ENSP00000388648,9606.ENSP00000410452,9606.ENSP00000411532,9606.ENSP00000416673,9606.ENSP00000452780	MDM2,SLIT1,TP53,BUB1B,MAD2L1,PLK1,AURKB,PIF1,HNRNPA1,HMGB1,SVIP,CENPF,NEK2,KIF14,CDC20,DFFA,RGCC,SIN3A,CCNF,CHEK1,STMN1,TOP2A,PATL2,B2M
GO Process	GO:0002366	Leukocyte activation involved in immune response	22	626	0.37	0.0115	9606.ENSP00000228506,9606.ENSP00000269305,9606.ENSP00000294785,9606.ENSP00000303276,9606.ENSP00000335153,9606.ENSP00000342026,9606.ENSP00000345347,9606.ENSP00000346130,9606.ENSP00000355506,9606.ENSP00000356016,9606.ENSP00000356574,9606.ENSP00000357152,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000369538,9606.ENSP00000379191,9606.ENSP00000385451,9606.ENSP00000433642,9606.ENSP00000448012,9606.ENSP00000451112,9606.ENSP00000452780,9606.ENSP00000453302	MLEC,TP53,NCSTN,RNASE2,HSP90AA1,PRDX6,HMGB1,SVIP,EXO1,CR1,QSOX1,CD1C,PADI2,SLC2A5,GDI2,CD59,MDK,FCGR3B,CEP290,NPC2,B2M,ADAM8
GO Process	GO:0006956	Complement activation	6	54	0.87	0.0115	9606.ENSP00000278407,9606.ENSP00000313967,9606.ENSP00000356016,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000368664	SERPING1,C1QB,CR1,C1QC,C1QA,RGCC
GO Process	GO:0000460	Maturation of 5.8S rRNA	5	34	1.0	0.0116	9606.ENSP00000265564,9606.ENSP00000315476,9606.ENSP00000359688,9606.ENSP00000361433,9606.ENSP00000368984	EXOSC7,EXOSC4,RPF1,EXOSC2,EXOSC9
GO Process	GO:0071035	Nuclear polyadenylation-dependent rRNA catabolic process	3	6	1.53	0.0116	9606.ENSP00000265564,9606.ENSP00000361433,9606.ENSP00000368984	EXOSC7,EXOSC2,EXOSC9
GO Process	GO:0071038	Nuclear polyadenylation-dependent tRNA catabolic process	3	6	1.53	0.0116	9606.ENSP00000265564,9606.ENSP00000361433,9606.ENSP00000368984	EXOSC7,EXOSC2,EXOSC9
GO Process	GO:1902750	Negative regulation of cell cycle G2/M phase transition	8	104	0.71	0.0116	9606.ENSP00000236273,9606.ENSP00000268138,9606.ENSP00000300093,9606.ENSP00000312995,9606.ENSP00000313950,9606.ENSP00000355958,9606.ENSP00000378699,9606.ENSP00000388648	SYF2,TICRR,PLK1,CLSPN,AURKB,DTL,CDK1,CHEK1
GO Process	GO:0048522	Positive regulation of cellular process	111	5579	0.13	0.0126	9606.ENSP00000236273,9606.ENSP00000246551,9606.ENSP00000247191,9606.ENSP00000253063,9606.ENSP00000256442,9606.ENSP00000256996,9606.ENSP00000258149,9606.ENSP00000260363,9606.ENSP00000261520,9606.ENSP00000261531,9606.ENSP00000261875,9606.ENSP00000261881,9606.ENSP00000262030,9606.ENSP00000265036,9606.ENSP00000265643,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000278353,9606.ENSP00000278572,9606.ENSP00000284292,9606.ENSP00000289749,9606.ENSP00000294066,9606.ENSP00000294785,9606.ENSP00000296509,9606.ENSP00000298223,9606.ENSP00000300093,9606.ENSP00000301788,9606.ENSP00000303222,9606.ENSP00000311083,9606.ENSP00000312995,9606.ENSP00000313950,9606.ENSP00000315476,9606.ENSP00000331019,9606.ENSP00000335153,9606.ENSP00000335247,9606.ENSP00000341826,9606.ENSP00000341885,9606.ENSP00000342026,9606.ENSP00000342307,9606.ENSP00000345008,9606.ENSP00000345347,9606.ENSP00000346037,9606.ENSP00000346130,9606.ENSP00000346697,9606.ENSP00000347032,9606.ENSP00000349238,9606.ENSP00000352676,9606.ENSP00000354645,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356016,9606.ENSP00000356150,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000356840,9606.ENSP00000357152,9606.ENSP00000357206,9606.ENSP00000357881,9606.ENSP00000358482,9606.ENSP00000359345,9606.ENSP00000361433,9606.ENSP00000361540,9606.ENSP00000361626,9606.ENSP00000362817,9606.ENSP00000363583,9606.ENSP00000363676,9606.ENSP00000363773,9606.ENSP00000364635,9606.ENSP00000366237,9606.ENSP00000368664,9606.ENSP00000368984,9606.ENSP00000370938,9606.ENSP00000372088,9606.ENSP00000373474,9606.ENSP00000376306,9606.ENSP00000377793,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000380024,9606.ENSP00000380349,9606.ENSP00000381844,9606.ENSP00000385451,9606.ENSP00000385510,9606.ENSP00000386187,9606.ENSP00000386485,9606.ENSP00000388648,9606.ENSP00000402373,9606.ENSP00000406873,9606.ENSP00000408295,9606.ENSP00000409463,9606.ENSP00000410452,9606.ENSP00000411532,9606.ENSP00000415430,9606.ENSP00000432412,9606.ENSP00000434024,9606.ENSP00000434614,9606.ENSP00000446215,9606.ENSP00000448012,9606.ENSP00000448665,9606.ENSP00000452780,9606.ENSP00000453302,9606.ENSP00000453403,9606.ENSP00000456348,9606.ENSP00000478320,9606.ENSP00000479669,9606.ENSP00000480158,9606.ENSP00000481103,9606.ENSP00000481110,9606.ENSP00000481126,9606.ENSP00000481920,9606.ENSP00000482841	SYF2,HCST,DLGAP5,SESN2,CCNB1,DDB2,MDM2,KIF23,ICE2,SNW1,PTPLAD1,TIPIN,ATP5B,DEPDC1B,GAL,TP53,CDCA5,HSD17B12,RPS3,NRGN,NBL1,MAP4K2,NCSTN,MAD2L1,FOLR2,PLK1,POLR2G,MTCH2,CKS1B,CLSPN,AURKB,EXOSC4,RPS27L,HSP90AA1,STARD10,HNRNPA1,RPS2,PRDX6,FOXM1,FBLN5,HMGB1,RPLP1,SVIP,BMF,PIP4K2C,CCDC88B,ZRANB1,GPATCH3,DTL,NEK2,CR1,MDM4,KIF14,ASPM,POU2F1,CD1C,NES,IKZF5,CD101,RPL5,EXOSC2,CDC20,YBX1,FABP3,RASGEF1A,RPL11,C1QA,PADI2,DFFA,RGCC,EXOSC9,CDK8,RAD51,METTL14,CIT,PRC1,SIN3A,CDK1,ING4,CAPN3,ATL3,MDK,GPSM2,IFITM1,APOPT1,CHEK1,ACTA2,PAK6,RFC5,ZNF740,STMN1,TOP2A,GTSE1,ATG13,H2AFX,CDC27,RAN,CEP290,DDIT3,B2M,ADAM8,NUSAP1,PARP6,ATXN3,CAB39L,POLR2A,E2F8,FAM83D,VPS11,MED6,CRABP2
GO Process	GO:0051128	Regulation of cellular component organization	57	2402	0.2	0.0127	9606.ENSP00000247191,9606.ENSP00000253063,9606.ENSP00000256442,9606.ENSP00000256996,9606.ENSP00000258149,9606.ENSP00000260731,9606.ENSP00000261531,9606.ENSP00000262662,9606.ENSP00000266058,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000278572,9606.ENSP00000285116,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000313950,9606.ENSP00000315476,9606.ENSP00000319417,9606.ENSP00000328174,9606.ENSP00000335153,9606.ENSP00000341826,9606.ENSP00000342307,9606.ENSP00000345008,9606.ENSP00000345347,9606.ENSP00000346130,9606.ENSP00000346697,9606.ENSP00000347032,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000357206,9606.ENSP00000357643,9606.ENSP00000360944,9606.ENSP00000361433,9606.ENSP00000361540,9606.ENSP00000364635,9606.ENSP00000366237,9606.ENSP00000368664,9606.ENSP00000368984,9606.ENSP00000378402,9606.ENSP00000380256,9606.ENSP00000381844,9606.ENSP00000385451,9606.ENSP00000385510,9606.ENSP00000388648,9606.ENSP00000410452,9606.ENSP00000411532,9606.ENSP00000416673,9606.ENSP00000432412,9606.ENSP00000434614,9606.ENSP00000439403,9606.ENSP00000452780,9606.ENSP00000453403,9606.ENSP00000456348,9606.ENSP00000481126,9606.ENSP00000482841	DLGAP5,SESN2,CCNB1,DDB2,MDM2,KIF11,SNW1,CDKN2C,SLIT1,TP53,CDCA5,RPS3,SKA1,BUB1B,MAD2L1,PLK1,AURKB,EXOSC4,SKA3,PIF1,HSP90AA1,HNRNPA1,FOXM1,FBLN5,HMGB1,SVIP,BMF,PIP4K2C,CENPF,NEK2,KIF14,NES,MKI67,STIL,EXOSC2,CDC20,PADI2,DFFA,RGCC,EXOSC9,SIN3A,CCNF,ATL3,MDK,GPSM2,CHEK1,STMN1,TOP2A,PATL2,ATG13,CDC27,ANAPC15,B2M,NUSAP1,PARP6,VPS11,CRABP2
GO Process	GO:0051054	Positive regulation of DNA metabolic process	11	200	0.57	0.0134	9606.ENSP00000278572,9606.ENSP00000313950,9606.ENSP00000335153,9606.ENSP00000341826,9606.ENSP00000342307,9606.ENSP00000345347,9606.ENSP00000355966,9606.ENSP00000368664,9606.ENSP00000372088,9606.ENSP00000408295,9606.ENSP00000434024	RPS3,AURKB,HSP90AA1,HNRNPA1,FOXM1,HMGB1,NEK2,RGCC,RAD51,RFC5,H2AFX
GO Process	GO:0060255	Regulation of macromolecule metabolic process	124	6407	0.11	0.0137	9606.ENSP00000219252,9606.ENSP00000247191,9606.ENSP00000253063,9606.ENSP00000256442,9606.ENSP00000258149,9606.ENSP00000261313,9606.ENSP00000261336,9606.ENSP00000261520,9606.ENSP00000261531,9606.ENSP00000261875,9606.ENSP00000261881,9606.ENSP00000262662,9606.ENSP00000264233,9606.ENSP00000265564,9606.ENSP00000265643,9606.ENSP00000268138,9606.ENSP00000269305,9606.ENSP00000278407,9606.ENSP00000278572,9606.ENSP00000278833,9606.ENSP00000288207,9606.ENSP00000294066,9606.ENSP00000294785,9606.ENSP00000296509,9606.ENSP00000298223,9606.ENSP00000300093,9606.ENSP00000301788,9606.ENSP00000311083,9606.ENSP00000311430,9606.ENSP00000312995,9606.ENSP00000313950,9606.ENSP00000315476,9606.ENSP00000318094,9606.ENSP00000322419,9606.ENSP00000323929,9606.ENSP00000324124,9606.ENSP00000328174,9606.ENSP00000331019,9606.ENSP00000331901,9606.ENSP00000335153,9606.ENSP00000335357,9606.ENSP00000341826,9606.ENSP00000341885,9606.ENSP00000342026,9606.ENSP00000342307,9606.ENSP00000342513,9606.ENSP00000344828,9606.ENSP00000345008,9606.ENSP00000345347,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000346130,9606.ENSP00000349238,9606.ENSP00000354645,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356016,9606.ENSP00000356150,9606.ENSP00000356319,9606.ENSP00000356840,9606.ENSP00000357881,9606.ENSP00000359345,9606.ENSP00000359939,9606.ENSP00000360034,9606.ENSP00000361433,9606.ENSP00000361540,9606.ENSP00000361626,9606.ENSP00000362688,9606.ENSP00000363676,9606.ENSP00000364635,9606.ENSP00000366237,9606.ENSP00000367263,9606.ENSP00000367828,9606.ENSP00000368664,9606.ENSP00000368984,9606.ENSP00000370625,9606.ENSP00000370938,9606.ENSP00000372088,9606.ENSP00000373474,9606.ENSP00000376056,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000379888,9606.ENSP00000380024,9606.ENSP00000380256,9606.ENSP00000380349,9606.ENSP00000385451,9606.ENSP00000388648,9606.ENSP00000389277,9606.ENSP00000399970,9606.ENSP00000402373,9606.ENSP00000403172,9606.ENSP00000406873,9606.ENSP00000408295,9606.ENSP00000409463,9606.ENSP00000411532,9606.ENSP00000412292,9606.ENSP00000414321,9606.ENSP00000416673,9606.ENSP00000430000,9606.ENSP00000432412,9606.ENSP00000434024,9606.ENSP00000434614,9606.ENSP00000435777,9606.ENSP00000438483,9606.ENSP00000438553,9606.ENSP00000446215,9606.ENSP00000448012,9606.ENSP00000448665,9606.ENSP00000449328,9606.ENSP00000452780,9606.ENSP00000453302,9606.ENSP00000456348,9606.ENSP00000478320,9606.ENSP00000479669,9606.ENSP00000480158,9606.ENSP00000481103,9606.ENSP00000481110,9606.ENSP00000481126,9606.ENSP00000481920,9606.ENSP00000482841,9606.ENSP00000483430	POLR2C,DLGAP5,SESN2,CCNB1,MDM2,PEBP1,PZP,ICE2,SNW1,PTPLAD1,TIPIN,CDKN2C,POLQ,EXOSC7,GAL,TICRR,TP53,SERPING1,RPS3,ROM1,CCNB2,MAP4K2,NCSTN,MAD2L1,FOLR2,PLK1,POLR2G,CKS1B,RPL4,CLSPN,AURKB,EXOSC4,SCMH1,RPLP2,A2M,POLR2L,PIF1,RPS27L,EEF1G,HSP90AA1,CDKN3,HNRNPA1,RPS2,PRDX6,FOXM1,IFI6,ZNF678,FBLN5,HMGB1,RPLP1,RPS17,RPL22,SVIP,CCDC88B,GPATCH3,CENPF,DTL,NEK2,CR1,MDM4,KIF14,POU2F1,IKZF5,RPL5,EXOSC1,SERBP1,EXOSC2,CDC20,YBX1,EIF3I,RPL11,PADI2,DFFA,AHNAK,ITM2B,RGCC,EXOSC9,POLR2B,CDK8,RAD51,METTL14,EEF1B2,SIN3A,CDK1,RPS8,ING4,CCNF,CAPN3,MDK,CHEK1,TMBIM6,PPP2R2D,ACTA2,RPL6,PAK6,RFC5,ZNF740,TOP2A,DEPDC1,RPS24,PATL2,ATXN7L3B,ATG13,H2AFX,CDC27,RPS13,KPNA2,H2AFJ,RAN,CEP290,DDIT3,RPLP0,B2M,ADAM8,PARP6,ATXN3,CAB39L,POLR2A,E2F8,FAM83D,VPS11,MED6,CRABP2,IFI27
GO Process	GO:0007006	Mitochondrial membrane organization	9	137	0.65	0.0139	9606.ENSP00000215375,9606.ENSP00000262030,9606.ENSP00000269305,9606.ENSP00000301587,9606.ENSP00000306003,9606.ENSP00000335153,9606.ENSP00000346697,9606.ENSP00000349142,9606.ENSP00000358737	ATP5D,ATP5B,TP53,ATP5H,ATP5I,HSP90AA1,BMF,ATP5C1,ATP5F1
GO Process	GO:0007098	Centrosome cycle	7	81	0.76	0.0140	9606.ENSP00000260731,9606.ENSP00000263753,9606.ENSP00000300035,9606.ENSP00000300093,9606.ENSP00000355966,9606.ENSP00000360944,9606.ENSP00000378699	KIF11,SGOL1,KIAA0101,PLK1,NEK2,STIL,CDK1
GO Process	GO:0070727	Cellular macromolecule localization	42	1616	0.24	0.0153	9606.ENSP00000247986,9606.ENSP00000258149,9606.ENSP00000261789,9606.ENSP00000267082,9606.ENSP00000269305,9606.ENSP00000278572,9606.ENSP00000300093,9606.ENSP00000303222,9606.ENSP00000311430,9606.ENSP00000313950,9606.ENSP00000322419,9606.ENSP00000335153,9606.ENSP00000335193,9606.ENSP00000335463,9606.ENSP00000341885,9606.ENSP00000345008,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000346697,9606.ENSP00000359345,9606.ENSP00000360944,9606.ENSP00000361433,9606.ENSP00000361626,9606.ENSP00000363676,9606.ENSP00000378402,9606.ENSP00000378699,9606.ENSP00000379462,9606.ENSP00000379888,9606.ENSP00000380349,9606.ENSP00000403172,9606.ENSP00000408910,9606.ENSP00000409016,9606.ENSP00000414321,9606.ENSP00000432412,9606.ENSP00000435777,9606.ENSP00000438483,9606.ENSP00000446215,9606.ENSP00000448665,9606.ENSP00000449328,9606.ENSP00000481110,9606.ENSP00000481126	KIF17,MDM2,TM9SF1,ITGB7,TP53,RPS3,PLK1,MTCH2,RPL4,AURKB,RPLP2,HSP90AA1,VPS39,CASC5,RPS2,FBLN5,RPLP1,RPS17,RPL22,BMF,RPL5,STIL,EXOSC2,YBX1,RPL11,SIN3A,CDK1,CTAGE5,RPS8,CAPN3,RPL6,DCTN2,TBRG1,RPS24,ATG13,RPS13,KPNA2,RAN,DDIT3,RPLP0,FAM83D,VPS11
GO Process	GO:0045840	Positive regulation of mitotic nuclear division	6	58	0.84	0.0154	9606.ENSP00000247191,9606.ENSP00000275517,9606.ENSP00000313950,9606.ENSP00000368664,9606.ENSP00000434614,9606.ENSP00000453403	DLGAP5,CDCA5,AURKB,RGCC,CDC27,NUSAP1
GO Process	GO:0051438	Regulation of ubiquitin-protein transferase activity	6	58	0.84	0.0154	9606.ENSP00000296509,9606.ENSP00000300093,9606.ENSP00000341885,9606.ENSP00000359345,9606.ENSP00000361540,9606.ENSP00000363676	MAD2L1,PLK1,RPS2,RPL5,CDC20,RPL11
GO Process	GO:0000288	Nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	6	59	0.83	0.0166	9606.ENSP00000265564,9606.ENSP00000315476,9606.ENSP00000359939,9606.ENSP00000361433,9606.ENSP00000368984,9606.ENSP00000416673	EXOSC7,EXOSC4,EXOSC1,EXOSC2,EXOSC9,PATL2
GO Process	GO:0007050	Cell cycle arrest	9	141	0.63	0.0166	9606.ENSP00000262662,9606.ENSP00000269305,9606.ENSP00000335357,9606.ENSP00000368664,9606.ENSP00000380024,9606.ENSP00000409016,9606.ENSP00000435421,9606.ENSP00000448665,9606.ENSP00000479669	CDKN2C,TP53,CDKN3,RGCC,ING4,TBRG1,DDIAS,DDIT3,CAB39L
GO Process	GO:0046907	Intracellular transport	40	1520	0.25	0.0166	9606.ENSP00000215375,9606.ENSP00000247986,9606.ENSP00000260363,9606.ENSP00000262030,9606.ENSP00000266058,9606.ENSP00000269305,9606.ENSP00000278572,9606.ENSP00000301587,9606.ENSP00000306003,9606.ENSP00000311430,9606.ENSP00000312458,9606.ENSP00000322419,9606.ENSP00000335153,9606.ENSP00000335193,9606.ENSP00000341826,9606.ENSP00000341885,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000346697,9606.ENSP00000349142,9606.ENSP00000349238,9606.ENSP00000356319,9606.ENSP00000358737,9606.ENSP00000359345,9606.ENSP00000362817,9606.ENSP00000363676,9606.ENSP00000379191,9606.ENSP00000379462,9606.ENSP00000379888,9606.ENSP00000393392,9606.ENSP00000403172,9606.ENSP00000408910,9606.ENSP00000414321,9606.ENSP00000435777,9606.ENSP00000438483,9606.ENSP00000446215,9606.ENSP00000449328,9606.ENSP00000451112,9606.ENSP00000481126	ATP5D,KIF17,KIF23,ATP5B,SLIT1,TP53,RPS3,ATP5H,ATP5I,RPL4,ARV1,RPLP2,HSP90AA1,VPS39,HNRNPA1,RPS2,RPLP1,RPS17,RPL22,BMF,ATP5C1,CCDC88B,KIF14,ATP5F1,RPL5,FABP3,RPL11,CD59,CTAGE5,RPS8,MYO1A,RPL6,DCTN2,RPS24,RPS13,KPNA2,RAN,RPLP0,NPC2,VPS11
GO Process	GO:0006958	Complement activation, classical pathway	5	38	0.95	0.0174	9606.ENSP00000278407,9606.ENSP00000313967,9606.ENSP00000356016,9606.ENSP00000363770,9606.ENSP00000363773	SERPING1,C1QB,CR1,C1QC,C1QA
GO Process	GO:0006605	Protein targeting	15	356	0.45	0.0177	9606.ENSP00000278572,9606.ENSP00000311430,9606.ENSP00000322419,9606.ENSP00000335153,9606.ENSP00000341885,9606.ENSP00000346037,9606.ENSP00000346046,9606.ENSP00000346088,9606.ENSP00000359345,9606.ENSP00000363676,9606.ENSP00000379888,9606.ENSP00000403172,9606.ENSP00000414321,9606.ENSP00000435777,9606.ENSP00000449328	RPS3,RPL4,RPLP2,HSP90AA1,RPS2,RPLP1,RPS17,RPL22,RPL5,RPL11,RPS8,RPL6,RPS24,RPS13,RPLP0
GO Process	GO:0009411	Response to UV	9	144	0.62	0.0189	9606.ENSP00000256996,9606.ENSP00000258149,9606.ENSP00000261881,9606.ENSP00000269305,9606.ENSP00000300035,9606.ENSP00000313950,9606.ENSP00000346697,9606.ENSP00000355958,9606.ENSP00000388648	DDB2,MDM2,TIPIN,TP53,KIAA0101,AURKB,BMF,DTL,CHEK1
GO Process	GO:0032392	DNA geometric change	8	114	0.67	0.0190	9606.ENSP00000256996,9606.ENSP00000264233,9606.ENSP00000269305,9606.ENSP00000328174,9606.ENSP00000345347,9606.ENSP00000361043,9606.ENSP00000372088,9606.ENSP00000408295	DDB2,POLQ,TP53,PIF1,HMGB1,RAD54L,RAD51,RFC5
GO Process	GO:2000278	Regulation of DNA biosynthetic process	8	114	0.67	0.0190	9606.ENSP00000269305,9606.ENSP00000313950,9606.ENSP00000328174,9606.ENSP00000335153,9606.ENSP00000341826,9606.ENSP00000355966,9606.ENSP00000368664,9606.ENSP00000408295	TP53,AURKB,PIF1,HSP90AA1,HNRNPA1,NEK2,RGCC,RFC5
GO Process	GO:0000467	Exonucleolytic trimming to generate mature 3-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	3	8	1.4	0.0202	9606.ENSP00000265564,9606.ENSP00000361433,9606.ENSP00000368984	EXOSC7,EXOSC2,EXOSC9
GO Process	GO:0043312	Neutrophil degranulation	18	484	0.4	0.0202	9606.ENSP00000228506,9606.ENSP00000294785,9606.ENSP00000303276,9606.ENSP00000335153,9606.ENSP00000342026,9606.ENSP00000345347,9606.ENSP00000346130,9606.ENSP00000356016,9606.ENSP00000356574,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000369538,9606.ENSP00000379191,9606.ENSP00000433642,9606.ENSP00000448012,9606.ENSP00000451112,9606.ENSP00000452780,9606.ENSP00000453302	MLEC,NCSTN,RNASE2,HSP90AA1,PRDX6,HMGB1,SVIP,CR1,QSOX1,PADI2,SLC2A5,GDI2,CD59,FCGR3B,CEP290,NPC2,B2M,ADAM8
GO Process	GO:0098883	Synapse pruning	3	8	1.4	0.0202	9606.ENSP00000313967,9606.ENSP00000363770,9606.ENSP00000363773	C1QB,C1QC,C1QA
GO Process	GO:0032069	Regulation of nuclease activity	4	22	1.09	0.0221	9606.ENSP00000278572,9606.ENSP00000345347,9606.ENSP00000366237,9606.ENSP00000389277	RPS3,HMGB1,DFFA,TMBIM6
GO Process	GO:0006323	DNA packaging	11	215	0.54	0.0222	9606.ENSP00000220514,9606.ENSP00000240423,9606.ENSP00000256442,9606.ENSP00000269305,9606.ENSP00000275517,9606.ENSP00000335463,9606.ENSP00000358151,9606.ENSP00000378699,9606.ENSP00000411532,9606.ENSP00000434024,9606.ENSP00000453403	OIP5,NCAPH,CCNB1,TP53,CDCA5,CASC5,HIST2H2BE,CDK1,TOP2A,H2AFX,NUSAP1
GO Process	GO:0032465	Regulation of cytokinesis	7	89	0.72	0.0222	9606.ENSP00000260363,9606.ENSP00000300093,9606.ENSP00000313950,9606.ENSP00000356319,9606.ENSP00000376306,9606.ENSP00000377793,9606.ENSP00000481103	KIF23,PLK1,AURKB,KIF14,CIT,PRC1,E2F8
